0.000	9.96587900	0.06296953	0.00000000
0.001	9.90956800	0.06459242	0.00337298
0.002	9.85491700	0.06623595	0.00662299
0.003	9.80059400	0.06790013	0.00984868
0.004	9.74627000	0.06958497	0.01307438
0.005	9.69400200	0.07129045	0.01614958
0.006	9.64270500	0.07301657	0.01915353
0.007	9.59140900	0.07476335	0.02215748
0.008	9.54084300	0.07653077	0.02510881
0.009	9.49215900	0.07831884	0.02792439
0.010	9.44347500	0.08012756	0.03073997
0.011	9.39479100	0.08195692	0.03355555
0.012	9.34733900	0.08380694	0.03628317
0.013	9.30050800	0.08567760	0.03896645
0.014	9.25367700	0.08756891	0.04164973
0.015	9.20684500	0.08948087	0.04433301
0.016	9.16245100	0.09141347	0.04684453
0.017	9.11843500	0.09336672	0.04932929
0.018	9.07441900	0.09534062	0.05181405
0.019	9.03040300	0.09733517	0.05429881
0.020	8.98805200	0.09935037	0.05666791
0.021	8.94621300	0.10138620	0.05900148
0.022	8.90437300	0.10344270	0.06133505
0.023	8.86253300	0.10551980	0.06366862
0.024	8.82163900	0.10761760	0.06593742
0.025	8.78217600	0.10973610	0.06810818
0.026	8.74271200	0.11187510	0.07027895
0.027	8.70324800	0.11403490	0.07244971
0.028	8.66378400	0.11621530	0.07462048
0.029	8.62601800	0.11841630	0.07667677
0.030	8.58896900	0.12063800	0.07868468
0.031	8.55192000	0.12288030	0.08069258
0.032	8.51487100	0.12514320	0.08270049
0.033	8.47782200	0.12742690	0.08470840
0.034	8.44189700	0.12973110	0.08664164
0.035	8.40663800	0.13205600	0.08853063
0.036	8.37137800	0.13440160	0.09041963
0.037	8.33611900	0.13676780	0.09230863
0.038	8.30086000	0.13915470	0.09419763
0.039	8.26603300	0.14156220	0.09605821
0.040	8.23262400	0.14399030	0.09782545
0.041	8.19921500	0.14643910	0.09959270
0.042	8.16580600	0.14890860	0.10135990
0.043	8.13239700	0.15139870	0.10312720
0.044	8.09898800	0.15390940	0.10489440
0.045	8.06646400	0.15644080	0.10660420
0.046	8.03495100	0.15899280	0.10824820
0.047	8.00343900	0.16156550	0.10989220
0.048	7.97192600	0.16415890	0.11153630
0.049	7.94041400	0.16677280	0.11318030
0.050	7.90890100	0.16940750	0.11482430
0.051	7.87793200	0.17206270	0.11643360
0.052	7.84843900	0.17473870	0.11794860
0.053	7.81894700	0.17743520	0.11946360
0.054	7.78945400	0.18015250	0.12097860
0.055	7.75996200	0.18289030	0.12249360
0.056	7.73046900	0.18564890	0.12400860
0.057	7.70097600	0.18842800	0.12552360
0.058	7.67238800	0.19122780	0.12698160
0.059	7.64456500	0.19404830	0.12839150
0.060	7.61674200	0.19688940	0.12980130
0.061	7.58891900	0.19975120	0.13121110
0.062	7.56109700	0.20263360	0.13262090
0.063	7.53327400	0.20553660	0.13403080
0.064	7.50545100	0.20846030	0.13544060
0.065	7.47818200	0.21140470	0.13681600
0.066	7.45212900	0.21436960	0.13811600
0.067	7.42607600	0.21735530	0.13941600
0.068	7.40002200	0.22036160	0.14071600
0.069	7.37396900	0.22338850	0.14201600
0.070	7.34791600	0.22643610	0.14331600
0.071	7.32186200	0.22950430	0.14461590
0.072	7.29580900	0.23259320	0.14591590
0.073	7.27052100	0.23570270	0.14716920
0.074	7.24607700	0.23883290	0.14837080
0.075	7.22163400	0.24198370	0.14957240
0.076	7.19719000	0.24515520	0.15077400
0.077	7.17274700	0.24834730	0.15197560
0.078	7.14830400	0.25156010	0.15317720
0.079	7.12386000	0.25479350	0.15437880
0.080	7.09941700	0.25804760	0.15558040
0.081	7.07498400	0.26132230	0.15678140
0.082	7.05191700	0.26461770	0.15789990
0.083	7.02887000	0.26793370	0.15901710
0.084	7.00582300	0.27127030	0.16013440
0.085	6.98277700	0.27462760	0.16125160
0.086	6.95973000	0.27800560	0.16236890
0.087	6.93668300	0.28140420	0.16348610
0.088	6.91363700	0.28482340	0.16460340
0.089	6.89059000	0.28826330	0.16572060
0.090	6.86754300	0.29172390	0.16683790
0.091	6.84587400	0.29520500	0.16787320
0.092	6.82440600	0.29870690	0.16889660
0.093	6.80293900	0.30222940	0.16992000
0.094	6.78147100	0.30577250	0.17094340
0.095	6.76000300	0.30933630	0.17196680
0.096	6.73853500	0.31292070	0.17299020
0.097	6.71706700	0.31652580	0.17401360
0.098	6.69559900	0.32015150	0.17503700
0.099	6.67413100	0.32379790	0.17606040
0.100	6.65266300	0.32746490	0.17708380
0.101	6.63231300	0.33115260	0.17804170
0.102	6.61206800	0.33486090	0.17899340
0.103	6.59182200	0.33858980	0.17994520
0.104	6.57157600	0.34233940	0.18089700
0.105	6.55133000	0.34610970	0.18184870
0.106	6.53108500	0.34990060	0.18280050
0.107	6.51083900	0.35371220	0.18375220
0.108	6.49059300	0.35754440	0.18470400
0.109	6.47034700	0.36139720	0.18565570
0.110	6.45010200	0.36527070	0.18660750
0.111	6.43006100	0.36916490	0.18754730
0.112	6.41080300	0.37307970	0.18844160
0.113	6.39154400	0.37701510	0.18933600
0.114	6.37228600	0.38097120	0.19023030
0.115	6.35302700	0.38494790	0.19112460
0.116	6.33376900	0.38894530	0.19201900
0.117	6.31451000	0.39296330	0.19291330
0.118	6.29525200	0.39700200	0.19380760
0.119	6.27599300	0.40106130	0.19470200
0.120	6.25673500	0.40514130	0.19559630
0.121	6.23747600	0.40924190	0.19649060
0.122	6.21821800	0.41336320	0.19738500
0.123	6.20001100	0.41750510	0.19821890
0.124	6.18204900	0.42166770	0.19903880
0.125	6.16408600	0.42585090	0.19985860
0.126	6.14612400	0.43005480	0.20067850
0.127	6.12816200	0.43427930	0.20149840
0.128	6.11020000	0.43852440	0.20231830
0.129	6.09223700	0.44279020	0.20313820
0.130	6.07427500	0.44707670	0.20395800
0.131	6.05631300	0.45138380	0.20477790
0.132	6.03835100	0.45571150	0.20559780
0.133	6.02038800	0.46005990	0.20641770
0.134	6.00242600	0.46442900	0.20723760
0.135	5.98487800	0.46881870	0.20803390
0.136	5.96797500	0.47322900	0.20879360
0.137	5.95107200	0.47766000	0.20955340
0.138	5.93416900	0.48211160	0.21031310
0.139	5.91726600	0.48658390	0.21107280
0.140	5.90036400	0.49107680	0.21183250
0.141	5.88346100	0.49559040	0.21259220
0.142	5.86655800	0.50012470	0.21335190
0.143	5.84965500	0.50467950	0.21411160
0.144	5.83275300	0.50925510	0.21487130
0.145	5.81585000	0.51385120	0.21563100
0.146	5.79894700	0.51846800	0.21639080
0.147	5.78204400	0.52310550	0.21715050
0.148	5.76519800	0.52776360	0.21790700
0.149	5.74916000	0.53244240	0.21861810
0.150	5.73321500	0.53714180	0.21932400
0.151	5.71726900	0.54186180	0.22002990
0.152	5.70132400	0.54660250	0.22073580
0.153	5.68537900	0.55136390	0.22144170
0.154	5.66943300	0.55614590	0.22214760
0.155	5.65348800	0.56094850	0.22285350
0.156	5.63754200	0.56577180	0.22355940
0.157	5.62159700	0.57061580	0.22426530
0.158	5.60565100	0.57548040	0.22497120
0.159	5.58970600	0.58036560	0.22567710
0.160	5.57376100	0.58527150	0.22638300
0.161	5.55781500	0.59019800	0.22708900
0.162	5.54187000	0.59514520	0.22779490
0.163	5.52632700	0.60011300	0.22847820
0.164	5.51113800	0.60510150	0.22914180
0.165	5.49595000	0.61011070	0.22980550
0.166	5.48076100	0.61514040	0.23046910
0.167	5.46557200	0.62019080	0.23113270
0.168	5.45038300	0.62526190	0.23179630
0.169	5.43519400	0.63035360	0.23245990
